id,age,country,language,personality,reading_habits,favourite_genres,patience
ID1470,70,Canada,English,Introvert,Daily,Biography & Memoir,Moderate
ID1471,50,India,Hindi,Ambivert,Daily,Poetry,Moderate
ID1472,68,Canada,English,Ambivert,Several times a week,Self-Help,Low
ID1473,38,Sweden,Swedish,Extrovert,Several times a week,Fantasy,High
ID1474,26,France,French,Extrovert,Rarely,Fantasy,Low
ID1475,55,Sweden,Swedish,Ambivert,Weekly,Business,High
ID1476,20,Japan,Japanese,Ambivert,Several times a week,Biography & Memoir,Moderate
ID1477,75,Japan,Japanese,Extrovert,Monthly,Mystery & Thriller,Low
ID1478,52,United States,English,Introvert,Weekly,Fantasy,Moderate
ID1479,66,Australia,English,Introvert,Several times a week,Poetry,High
ID1480,60,United Kingdom,English,Extrovert,Weekly,History,Low
ID1481,59,Germany,German,Ambivert,Weekly,Self-Help,Moderate
ID1482,69,Italy,Italian,Extrovert,Daily,Fantasy,High
ID1483,69,Nigeria,English,Introvert,Monthly,Business,High
ID1484,46,South Africa,English,Ambivert,Daily,Biography & Memoir,High
ID1485,55,Spain,Spanish,Extrovert,Weekly,Mystery & Thriller,Low
ID1486,31,United Kingdom,English,Introvert,Weekly,Comics & Graphic Novels,High
ID1487,56,United States,English,Ambivert,Weekly,Fantasy,High
ID1488,50,South Africa,English,Introvert,Weekly,History,Moderate
ID1489,43,India,Hindi,Ambivert,Daily,History,Moderate
ID1490,40,France,French,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID1491,55,India,Hindi,Ambivert,Monthly,Fiction,Moderate
ID1492,24,India,Hindi,Extrovert,Monthly,Fantasy,Moderate
ID1493,64,India,Hindi,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1494,53,India,Hindi,Introvert,Daily,Fiction,Moderate
ID1495,67,Netherlands,Dutch,Ambivert,Several times a week,Biography & Memoir,Low
ID1496,46,Mexico,Spanish,Introvert,Daily,Business,High
ID1497,39,China,Mandarin Chinese,Ambivert,Daily,Fantasy,Moderate
ID1498,68,Australia,English,Extrovert,Several times a week,Self-Help,Low
ID1499,41,Italy,Italian,Ambivert,Rarely,Biography & Memoir,High
ID1500,55,India,Hindi,Ambivert,Weekly,Fiction,Moderate
ID1501,40,Germany,German,Introvert,Monthly,Mystery & Thriller,High
ID1502,68,South Africa,English,Extrovert,Several times a week,Romance,Moderate
ID1503,53,Germany,German,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1504,50,Canada,English,Extrovert,Rarely,Poetry,Moderate
ID1505,66,Germany,German,Ambivert,Several times a week,Fiction,High
ID1506,37,South Korea,Korean,Introvert,Monthly,Comics & Graphic Novels,High
ID1507,54,India,Hindi,Extrovert,Rarely,Romance,Moderate
ID1508,55,Brazil,Portuguese,Ambivert,Daily,Romance,Moderate
ID1509,19,France,French,Extrovert,Several times a week,Fiction,High
ID1510,32,Nigeria,English,Introvert,Weekly,Fantasy,Moderate
ID1511,58,Spain,Spanish,Ambivert,Several times a week,Fiction,High
ID1512,44,India,Hindi,Introvert,Daily,Fantasy,High
ID1513,73,United States,English,Extrovert,Weekly,Fiction,High
ID1514,29,Germany,German,Ambivert,Weekly,Science Fiction,Low
ID1515,73,United Kingdom,English,Ambivert,Weekly,Fantasy,High
ID1516,24,Indonesia,Indonesian,Ambivert,Several times a week,Biography & Memoir,Low
ID1517,24,Australia,English,Extrovert,Several times a week,Self-Help,Moderate
ID1518,63,India,Hindi,Introvert,Daily,Biography & Memoir,Low
ID1519,58,Germany,German,Ambivert,Several times a week,Mystery & Thriller,Low
ID1520,28,Nigeria,English,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1521,64,South Africa,English,Ambivert,Daily,Science Fiction,Moderate
ID1522,19,India,Hindi,Introvert,Monthly,Fiction,Moderate
ID1523,41,Brazil,Portuguese,Ambivert,Rarely,Self-Help,Moderate
ID1524,31,China,Mandarin Chinese,Introvert,Monthly,Poetry,Moderate
ID1525,26,Brazil,Portuguese,Ambivert,Daily,Romance,High
ID1526,72,Canada,English,Introvert,Weekly,Biography & Memoir,Low
ID1527,24,Brazil,Portuguese,Ambivert,Weekly,Fiction,Low
ID1528,62,Brazil,Portuguese,Introvert,Weekly,Mystery & Thriller,Low
ID1529,50,India,Hindi,Extrovert,Weekly,Business,Moderate
ID1530,25,Germany,German,Extrovert,Rarely,Fiction,High
ID1531,47,Brazil,Portuguese,Introvert,Daily,Biography & Memoir,High
ID1532,18,South Korea,Korean,Ambivert,Weekly,Fiction,Moderate
ID1533,64,India,Hindi,Ambivert,Rarely,Fiction,Moderate
ID1534,39,India,Hindi,Ambivert,Monthly,Biography & Memoir,Low
ID1535,50,United Kingdom,English,Introvert,Weekly,Self-Help,Low
ID1536,70,United Kingdom,English,Introvert,Rarely,Fantasy,Moderate
ID1537,57,United States,English,Introvert,Daily,Fiction,Moderate
ID1538,38,South Africa,English,Introvert,Weekly,Biography & Memoir,High
ID1539,52,Italy,Italian,Ambivert,Rarely,History,High
ID1540,20,Canada,English,Extrovert,Daily,Comics & Graphic Novels,Moderate
ID1541,28,France,French,Introvert,Daily,Poetry,Low
ID1542,47,India,Hindi,Ambivert,Weekly,Self-Help,Moderate
ID1543,20,Spain,Spanish,Ambivert,Several times a week,Poetry,Moderate
ID1544,59,Mexico,Spanish,Ambivert,Rarely,Mystery & Thriller,Low
ID1545,29,France,French,Extrovert,Several times a week,Fiction,High
ID1546,60,United States,English,Ambivert,Several times a week,History,Moderate
ID1547,65,Brazil,Portuguese,Introvert,Rarely,Fiction,Moderate
ID1548,24,United States,English,Ambivert,Weekly,History,Moderate
ID1549,73,Canada,English,Ambivert,Weekly,Fiction,Moderate
ID1550,39,Australia,English,Introvert,Daily,Mystery & Thriller,Low
ID1551,21,United Kingdom,English,Ambivert,Monthly,Biography & Memoir,Moderate
ID1552,39,India,Hindi,Ambivert,Rarely,Self-Help,Moderate
ID1553,63,Mexico,Spanish,Ambivert,Weekly,History,High
ID1554,26,India,Hindi,Ambivert,Weekly,History,High
ID1555,50,India,Hindi,Ambivert,Several times a week,Fantasy,Moderate
ID1556,71,India,Hindi,Ambivert,Several times a week,Science Fiction,High
ID1557,53,Netherlands,Dutch,Ambivert,Daily,Mystery & Thriller,Low
ID1558,27,Nigeria,English,Ambivert,Several times a week,Business,Low
ID1559,63,India,Hindi,Introvert,Weekly,Fantasy,Moderate
ID1560,62,India,Hindi,Extrovert,Several times a week,Science Fiction,High
ID1561,75,Italy,Italian,Ambivert,Weekly,Fiction,Moderate
ID1562,20,India,Hindi,Extrovert,Several times a week,Romance,High
ID1563,40,India,Hindi,Extrovert,Daily,Fantasy,Moderate
ID1564,64,India,Hindi,Introvert,Daily,Science Fiction,Moderate
ID1565,53,United Kingdom,English,Introvert,Monthly,Romance,High
ID1566,75,United States,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1567,36,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID1568,35,Mexico,Spanish,Introvert,Several times a week,Fantasy,Moderate
ID1569,44,India,Hindi,Ambivert,Weekly,Mystery & Thriller,Moderate
ID1570,23,India,Hindi,Ambivert,Several times a week,Self-Help,High
ID1571,43,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Low
ID1572,39,United States,English,Ambivert,Daily,Self-Help,Moderate
ID1573,47,India,Hindi,Introvert,Monthly,Biography & Memoir,Moderate
ID1574,48,United Kingdom,English,Extrovert,Rarely,Science & Technology,Moderate
ID1575,65,United States,English,Ambivert,Weekly,Fiction,Moderate
ID1576,45,India,Hindi,Extrovert,Several times a week,Romance,Moderate
ID1577,19,United Kingdom,English,Ambivert,Several times a week,Fiction,High
ID1578,71,China,Mandarin Chinese,Extrovert,Daily,Mystery & Thriller,Moderate
ID1579,46,China,Mandarin Chinese,Introvert,Rarely,Fantasy,Low
ID1580,27,Canada,English,Extrovert,Rarely,Romance,Moderate
ID1581,34,India,Hindi,Extrovert,Daily,Fantasy,Moderate
ID1582,61,United States,English,Ambivert,Rarely,Business,Moderate
ID1583,61,Indonesia,Indonesian,Introvert,Several times a week,Fantasy,Low
ID1584,54,Mexico,Spanish,Introvert,Several times a week,Biography & Memoir,Moderate
ID1585,19,France,French,Ambivert,Several times a week,Fiction,High
ID1586,62,Canada,English,Introvert,Several times a week,Fiction,High
ID1587,27,China,Mandarin Chinese,Ambivert,Several times a week,Romance,Moderate
ID1588,45,China,Mandarin Chinese,Introvert,Rarely,Biography & Memoir,Moderate
ID1589,40,South Korea,Korean,Introvert,Daily,Comics & Graphic Novels,Moderate
ID1590,51,Indonesia,Indonesian,Ambivert,Several times a week,Romance,High
ID1591,73,Spain,Spanish,Ambivert,Rarely,Self-Help,High
ID1592,50,Indonesia,Indonesian,Ambivert,Daily,Science Fiction,Low
ID1593,41,France,French,Ambivert,Rarely,Comics & Graphic Novels,Low
ID1594,28,Spain,Spanish,Ambivert,Weekly,Fiction,Low
ID1595,26,Nigeria,English,Introvert,Several times a week,Poetry,Moderate
ID1596,68,India,Hindi,Ambivert,Weekly,History,Low
ID1597,20,Japan,Japanese,Extrovert,Weekly,Self-Help,High
ID1598,52,Canada,English,Ambivert,Several times a week,Mystery & Thriller,High
ID1599,18,Japan,Japanese,Introvert,Weekly,Comics & Graphic Novels,Moderate
ID1600,38,China,Mandarin Chinese,Ambivert,Monthly,Comics & Graphic Novels,Low
ID1601,69,France,French,Ambivert,Weekly,Self-Help,Moderate
ID1602,56,Canada,English,Introvert,Daily,Business,Moderate
ID1603,38,Germany,German,Introvert,Monthly,Science Fiction,Moderate
ID1604,18,Brazil,Portuguese,Ambivert,Daily,Mystery & Thriller,Moderate
ID1605,37,Spain,Spanish,Ambivert,Several times a week,History,High
ID1606,59,Nigeria,English,Extrovert,Weekly,Fantasy,High
ID1607,31,Japan,Japanese,Introvert,Weekly,Science Fiction,Moderate
ID1608,69,South Korea,Korean,Extrovert,Weekly,Poetry,High
ID1609,33,South Africa,English,Extrovert,Daily,Science Fiction,Moderate
ID1610,44,India,Hindi,Ambivert,Rarely,Fantasy,Low
ID1611,27,Nigeria,English,Extrovert,Weekly,Science & Technology,Low
ID1612,32,Germany,German,Ambivert,Daily,Fiction,Moderate
ID1613,44,Spain,Spanish,Introvert,Monthly,Fantasy,High
ID1614,68,United States,English,Extrovert,Several times a week,Self-Help,High
ID1615,19,Canada,English,Introvert,Weekly,Science & Technology,Moderate
ID1616,57,Germany,German,Ambivert,Weekly,Poetry,Moderate
ID1617,43,United States,English,Extrovert,Daily,Fantasy,Low
ID1618,25,Mexico,Spanish,Ambivert,Daily,Romance,High
ID1619,46,India,Hindi,Extrovert,Daily,Romance,High
ID1620,40,India,Hindi,Introvert,Daily,Fiction,Low
ID1621,70,Germany,German,Ambivert,Weekly,Romance,Moderate
ID1622,58,India,Hindi,Ambivert,Weekly,Poetry,Low
ID1623,73,China,Mandarin Chinese,Introvert,Daily,Fiction,Moderate
ID1624,44,China,Mandarin Chinese,Extrovert,Daily,Romance,Low
ID1625,60,India,Hindi,Ambivert,Several times a week,Science Fiction,Low
ID1626,37,Mexico,Spanish,Ambivert,Rarely,Biography & Memoir,Moderate
ID1627,24,Netherlands,Dutch,Ambivert,Daily,Romance,High
ID1628,34,United States,English,Introvert,Weekly,Science Fiction,Low
ID1629,53,South Korea,Korean,Ambivert,Daily,Fiction,Moderate
ID1630,34,Germany,German,Introvert,Monthly,Mystery & Thriller,Low
ID1631,18,Nigeria,English,Introvert,Weekly,Mystery & Thriller,High
ID1632,71,South Korea,Korean,Introvert,Daily,Comics & Graphic Novels,High
ID1633,20,India,Hindi,Ambivert,Daily,Fiction,Moderate
ID1634,43,United States,English,Ambivert,Weekly,History,Moderate
ID1635,61,United Kingdom,English,Extrovert,Weekly,Fiction,Moderate
ID1636,54,Australia,English,Ambivert,Several times a week,Romance,High
ID1637,29,India,Hindi,Ambivert,Several times a week,History,Moderate
ID1638,59,Nigeria,English,Ambivert,Monthly,Science Fiction,Moderate
ID1639,59,India,Hindi,Extrovert,Daily,Romance,High
ID1640,40,Germany,German,Ambivert,Monthly,Fiction,High
ID1641,18,South Korea,Korean,Introvert,Monthly,Fiction,High
ID1642,33,Mexico,Spanish,Extrovert,Weekly,Biography & Memoir,Moderate
ID1643,37,Mexico,Spanish,Introvert,Daily,Business,Moderate
ID1644,50,India,Hindi,Introvert,Daily,Biography & Memoir,Moderate
ID1645,23,Netherlands,Dutch,Extrovert,Several times a week,Comics & Graphic Novels,High
ID1646,72,Italy,Italian,Introvert,Several times a week,Science Fiction,High
ID1647,41,Brazil,Portuguese,Ambivert,Rarely,Comics & Graphic Novels,Moderate
ID1648,48,United Kingdom,English,Ambivert,Weekly,Fantasy,Low
ID1649,27,France,French,Ambivert,Rarely,Biography & Memoir,Moderate
ID1650,61,South Africa,English,Extrovert,Several times a week,Science Fiction,Low
ID1651,24,Italy,Italian,Introvert,Daily,Fantasy,High
ID1652,42,Canada,English,Introvert,Weekly,Comics & Graphic Novels,Low
ID1653,65,Mexico,Spanish,Ambivert,Monthly,Fantasy,Moderate
ID1654,36,Spain,Spanish,Ambivert,Rarely,Mystery & Thriller,High
ID1655,38,Brazil,Portuguese,Ambivert,Monthly,Fiction,Moderate
ID1656,74,United States,English,Introvert,Weekly,Fiction,High
ID1657,30,Mexico,Spanish,Introvert,Several times a week,Fiction,Moderate
ID1658,52,India,Hindi,Introvert,Several times a week,Romance,Moderate
ID1659,71,India,Hindi,Extrovert,Several times a week,Science & Technology,Moderate
ID1660,39,India,Hindi,Introvert,Several times a week,Fantasy,Moderate
ID1661,20,India,Hindi,Extrovert,Daily,Self-Help,Low
ID1662,40,Netherlands,Dutch,Ambivert,Several times a week,Romance,High
ID1663,74,India,Hindi,Extrovert,Rarely,Fiction,Moderate
ID1664,24,Mexico,Spanish,Ambivert,Daily,Romance,Moderate
ID1665,29,India,Hindi,Ambivert,Several times a week,Poetry,Moderate
ID1666,22,Germany,German,Introvert,Weekly,Science Fiction,Low
ID1667,35,India,Hindi,Extrovert,Several times a week,Fiction,Moderate
ID1668,23,Brazil,Portuguese,Introvert,Several times a week,Science Fiction,Moderate
ID1669,70,Japan,Japanese,Introvert,Rarely,Science Fiction,Moderate
ID1670,45,Canada,English,Introvert,Several times a week,Romance,Moderate
ID1671,75,United States,English,Ambivert,Rarely,Self-Help,High
ID1672,55,India,Hindi,Ambivert,Rarely,Fiction,Moderate
ID1673,52,Mexico,Spanish,Extrovert,Monthly,Fiction,Low
ID1674,50,Japan,Japanese,Introvert,Weekly,Mystery & Thriller,High
ID1675,60,France,French,Introvert,Several times a week,Mystery & Thriller,High
ID1676,50,United States,English,Introvert,Weekly,Science Fiction,Moderate
ID1677,23,Australia,English,Introvert,Rarely,Fantasy,Moderate
ID1678,45,India,Hindi,Extrovert,Daily,Self-Help,High
ID1679,56,Germany,German,Introvert,Daily,Mystery & Thriller,Moderate
ID1680,41,Italy,Italian,Introvert,Several times a week,Business,High
ID1681,52,Germany,German,Extrovert,Daily,Mystery & Thriller,Moderate
ID1682,38,France,French,Ambivert,Weekly,Fantasy,High
ID1683,64,India,Hindi,Introvert,Weekly,History,Moderate
ID1684,53,United Kingdom,English,Introvert,Daily,Science Fiction,Low
ID1685,23,China,Mandarin Chinese,Introvert,Several times a week,Self-Help,Moderate
ID1686,45,Brazil,Portuguese,Extrovert,Daily,Fiction,Moderate
ID1687,74,United Kingdom,English,Ambivert,Weekly,Fiction,Moderate
ID1688,72,Nigeria,English,Ambivert,Several times a week,Biography & Memoir,High
ID1689,35,Spain,Spanish,Extrovert,Monthly,Fantasy,Low
ID1690,34,United States,English,Introvert,Monthly,Mystery & Thriller,Moderate
ID1691,41,Brazil,Portuguese,Extrovert,Weekly,Poetry,Moderate
ID1692,59,India,Hindi,Introvert,Daily,Romance,Moderate
ID1693,39,India,Hindi,Introvert,Daily,Poetry,Moderate
ID1694,47,India,Hindi,Extrovert,Rarely,Romance,Low
ID1695,62,Sweden,Swedish,Ambivert,Rarely,Mystery & Thriller,Low
ID1696,34,Indonesia,Indonesian,Ambivert,Daily,Fantasy,High
ID1697,67,United States,English,Ambivert,Monthly,Fiction,Low
ID1698,42,United Arab Emirates,Arabic,Ambivert,Daily,Fantasy,High
ID1699,69,India,Hindi,Extrovert,Daily,Business,High
ID1700,51,Spain,Spanish,Ambivert,Rarely,Business,Moderate
ID1701,48,Japan,Japanese,Introvert,Rarely,Science & Technology,Low
ID1702,24,Brazil,Portuguese,Ambivert,Daily,Biography & Memoir,High
ID1703,74,Japan,Japanese,Ambivert,Weekly,Science & Technology,High
ID1704,51,India,Hindi,Ambivert,Daily,Mystery & Thriller,Low
ID1705,53,Germany,German,Extrovert,Weekly,Fantasy,Moderate
ID1706,62,India,Hindi,Introvert,Daily,Poetry,Moderate
ID1707,37,Mexico,Spanish,Introvert,Daily,Science Fiction,High
ID1708,73,Sweden,Swedish,Ambivert,Daily,Science Fiction,Moderate
ID1709,49,Nigeria,English,Ambivert,Weekly,Poetry,High
ID1710,26,India,Hindi,Ambivert,Several times a week,History,Low
ID1711,64,India,Hindi,Ambivert,Monthly,Self-Help,Low
ID1712,63,India,Hindi,Introvert,Several times a week,Science Fiction,High
ID1713,41,Canada,English,Introvert,Several times a week,Romance,Moderate
ID1714,74,India,Hindi,Ambivert,Daily,Fantasy,Moderate
ID1715,53,India,Hindi,Introvert,Several times a week,Mystery & Thriller,Low
ID1716,31,Indonesia,Indonesian,Ambivert,Several times a week,Fiction,Moderate
ID1717,69,India,Hindi,Introvert,Rarely,Romance,Moderate
ID1718,44,France,French,Introvert,Monthly,Mystery & Thriller,High
ID1719,69,United Kingdom,English,Ambivert,Several times a week,Fantasy,Moderate
ID1720,40,Spain,Spanish,Extrovert,Several times a week,Fantasy,Moderate
ID1721,59,Germany,German,Introvert,Monthly,Fiction,Moderate
ID1722,72,United Kingdom,English,Extrovert,Several times a week,Fantasy,High
ID1723,57,Germany,German,Ambivert,Several times a week,Fantasy,Low
ID1724,26,Brazil,Portuguese,Extrovert,Rarely,Science Fiction,Moderate
ID1725,64,Japan,Japanese,Ambivert,Several times a week,Fantasy,High
ID1726,46,Indonesia,Indonesian,Extrovert,Weekly,Comics & Graphic Novels,High
ID1727,49,China,Mandarin Chinese,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1728,22,South Africa,English,Introvert,Several times a week,Fiction,Low
ID1729,63,Mexico,Spanish,Introvert,Daily,Poetry,Moderate
ID1730,53,South Africa,English,Extrovert,Several times a week,Fiction,Moderate
ID1731,60,France,French,Ambivert,Daily,Biography & Memoir,High
ID1732,44,Japan,Japanese,Extrovert,Several times a week,Business,High
ID1733,39,Japan,Japanese,Extrovert,Several times a week,Biography & Memoir,Moderate
ID1734,20,Canada,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1735,69,Mexico,Spanish,Extrovert,Weekly,Mystery & Thriller,Moderate
ID1736,39,Germany,German,Ambivert,Several times a week,Fiction,Moderate
ID1737,70,Japan,Japanese,Introvert,Monthly,Biography & Memoir,Moderate
ID1738,51,India,Hindi,Extrovert,Monthly,Mystery & Thriller,High
ID1739,39,India,Hindi,Introvert,Daily,Mystery & Thriller,High
ID1740,58,Canada,English,Introvert,Several times a week,Fantasy,High
ID1741,65,United Kingdom,English,Introvert,Daily,Mystery & Thriller,High
ID1742,73,Canada,English,Extrovert,Several times a week,Romance,Low
ID1743,21,France,French,Extrovert,Daily,Fiction,Moderate
ID1744,42,United States,English,Ambivert,Daily,Science Fiction,High
ID1745,46,Sweden,Swedish,Introvert,Daily,Biography & Memoir,Moderate
ID1746,66,France,French,Ambivert,Daily,Romance,Moderate
ID1747,65,United States,English,Extrovert,Weekly,Science & Technology,Moderate
ID1748,63,India,Hindi,Extrovert,Several times a week,Romance,Moderate
ID1749,56,Germany,German,Extrovert,Monthly,Romance,High
ID1750,63,United Kingdom,English,Extrovert,Monthly,Comics & Graphic Novels,Low
ID1751,41,United States,English,Ambivert,Daily,Romance,High
ID1752,54,United States,English,Extrovert,Weekly,Fiction,Low
ID1753,42,United Kingdom,English,Ambivert,Rarely,Romance,Low
ID1754,40,India,Hindi,Introvert,Several times a week,Fiction,Moderate
ID1755,23,United States,English,Introvert,Weekly,Self-Help,Moderate
ID1756,61,India,Hindi,Ambivert,Monthly,Romance,Moderate
ID1757,66,Spain,Spanish,Ambivert,Several times a week,Fantasy,Moderate
ID1758,43,United States,English,Ambivert,Weekly,Biography & Memoir,High
ID1759,57,Italy,Italian,Extrovert,Weekly,Science & Technology,Moderate
ID1760,36,China,Mandarin Chinese,Ambivert,Daily,Biography & Memoir,High
ID1761,21,United States,English,Introvert,Daily,History,Moderate
ID1762,19,China,Mandarin Chinese,Ambivert,Daily,Mystery & Thriller,Moderate
ID1763,29,Germany,German,Introvert,Weekly,Fiction,Low
ID1764,40,Indonesia,Indonesian,Ambivert,Daily,Business,High
ID1765,74,Spain,Spanish,Ambivert,Several times a week,Fiction,Moderate
ID1766,73,Canada,English,Ambivert,Several times a week,Fiction,Moderate
ID1767,27,United States,English,Ambivert,Weekly,History,High
ID1768,43,India,Hindi,Ambivert,Monthly,Romance,Low
ID1769,50,Japan,Japanese,Ambivert,Weekly,Biography & Memoir,Moderate
ID1770,72,Spain,Spanish,Introvert,Weekly,Poetry,Moderate
ID1771,36,Australia,English,Introvert,Several times a week,Biography & Memoir,High
ID1772,18,United Kingdom,English,Extrovert,Monthly,Biography & Memoir,Moderate
ID1773,50,Japan,Japanese,Extrovert,Daily,Fantasy,High
ID1774,25,Spain,Spanish,Extrovert,Several times a week,Self-Help,Moderate
ID1775,74,Japan,Japanese,Introvert,Several times a week,History,Low
ID1776,35,Netherlands,Dutch,Extrovert,Weekly,Biography & Memoir,High
ID1777,18,South Korea,Korean,Introvert,Daily,Fantasy,Moderate
ID1778,44,China,Mandarin Chinese,Ambivert,Daily,Science Fiction,Moderate
ID1779,74,Germany,German,Ambivert,Several times a week,Mystery & Thriller,High
ID1780,21,United Kingdom,English,Extrovert,Weekly,Science & Technology,Moderate
ID1781,21,South Korea,Korean,Ambivert,Several times a week,Fiction,Moderate
ID1782,31,Spain,Spanish,Ambivert,Several times a week,Science Fiction,Moderate
ID1783,25,India,Hindi,Ambivert,Weekly,History,Moderate
ID1784,30,United States,English,Introvert,Weekly,Romance,Low
ID1785,53,India,Hindi,Extrovert,Several times a week,Fiction,High
ID1786,59,United States,English,Ambivert,Several times a week,Romance,Moderate
ID1787,32,India,Hindi,Extrovert,Weekly,History,Moderate
ID1788,67,France,French,Introvert,Weekly,History,Moderate
ID1789,31,Spain,Spanish,Ambivert,Daily,Romance,High
ID1790,57,Mexico,Spanish,Introvert,Weekly,Biography & Memoir,Low
ID1791,64,United Kingdom,English,Extrovert,Monthly,Business,Moderate
ID1792,25,Spain,Spanish,Extrovert,Monthly,Fantasy,High
ID1793,70,Spain,Spanish,Ambivert,Several times a week,Fiction,Moderate
ID1794,35,United States,English,Introvert,Weekly,Comics & Graphic Novels,Moderate
ID1795,75,United States,English,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1796,32,United Arab Emirates,Arabic,Introvert,Several times a week,Romance,Moderate
ID1797,28,Canada,English,Introvert,Monthly,Fiction,Moderate
ID1798,60,Indonesia,Indonesian,Ambivert,Monthly,Fiction,Low
ID1799,48,United States,English,Ambivert,Weekly,Fiction,High
ID1800,45,India,Hindi,Introvert,Monthly,Science Fiction,Moderate
ID1801,70,United States,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1802,20,United States,English,Ambivert,Rarely,Biography & Memoir,High
ID1803,70,United States,English,Ambivert,Several times a week,Self-Help,Moderate
ID1804,36,Spain,Spanish,Ambivert,Monthly,Science Fiction,High
ID1805,53,France,French,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1806,25,France,French,Introvert,Several times a week,Mystery & Thriller,Low
ID1807,35,Canada,English,Ambivert,Daily,Science Fiction,Moderate
ID1808,56,Japan,Japanese,Ambivert,Weekly,History,Low
ID1809,37,India,Hindi,Ambivert,Daily,Fiction,Low
ID1810,52,United States,English,Ambivert,Weekly,History,High
ID1811,68,Indonesia,Indonesian,Introvert,Daily,Fantasy,Moderate
ID1812,20,Canada,English,Extrovert,Monthly,Romance,Low
ID1813,21,Australia,English,Extrovert,Rarely,Biography & Memoir,Low
ID1814,68,United Arab Emirates,Arabic,Introvert,Daily,Fantasy,Moderate
ID1815,67,Nigeria,English,Ambivert,Monthly,Poetry,Moderate
ID1816,71,India,Hindi,Introvert,Daily,Fantasy,High
ID1817,62,Australia,English,Extrovert,Monthly,Fiction,Moderate
ID1818,29,India,Hindi,Ambivert,Several times a week,Fantasy,High
ID1819,19,United States,English,Ambivert,Weekly,Business,Moderate
ID1820,20,Canada,English,Ambivert,Weekly,Science & Technology,Moderate
ID1821,74,Mexico,Spanish,Extrovert,Rarely,Biography & Memoir,Moderate
ID1822,67,Germany,German,Ambivert,Weekly,Romance,Moderate
ID1823,65,China,Mandarin Chinese,Introvert,Several times a week,Mystery & Thriller,High
ID1824,70,Brazil,Portuguese,Extrovert,Monthly,Romance,Low
ID1825,68,Canada,English,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1826,35,United States,English,Extrovert,Several times a week,Biography & Memoir,High
ID1827,18,Brazil,Portuguese,Introvert,Several times a week,Comics & Graphic Novels,High
ID1828,28,Germany,German,Ambivert,Weekly,History,Moderate
ID1829,18,Germany,German,Extrovert,Monthly,Self-Help,Moderate
ID1830,48,United Arab Emirates,Arabic,Introvert,Weekly,Biography & Memoir,Moderate
ID1831,69,Canada,English,Ambivert,Monthly,Science & Technology,Moderate
ID1832,40,United Kingdom,English,Ambivert,Monthly,Mystery & Thriller,High
ID1833,49,United Kingdom,English,Ambivert,Daily,Business,Moderate
ID1834,36,Nigeria,English,Ambivert,Rarely,Biography & Memoir,High
ID1835,25,Japan,Japanese,Extrovert,Daily,Fiction,Moderate
ID1836,37,India,Hindi,Ambivert,Weekly,Self-Help,Moderate
ID1837,24,Australia,English,Ambivert,Several times a week,Science Fiction,High
ID1838,56,Germany,German,Ambivert,Daily,Poetry,Moderate
ID1839,20,South Korea,Korean,Ambivert,Daily,Romance,Moderate
ID1840,75,Japan,Japanese,Introvert,Monthly,Self-Help,Moderate
ID1841,25,India,Hindi,Extrovert,Daily,Fantasy,High
ID1842,32,Canada,English,Introvert,Daily,Mystery & Thriller,Moderate
ID1843,50,Australia,English,Ambivert,Daily,Mystery & Thriller,Low
ID1844,20,India,Hindi,Introvert,Daily,Business,Low
ID1845,65,Mexico,Spanish,Ambivert,Monthly,Self-Help,High
ID1846,73,Spain,Spanish,Introvert,Several times a week,Romance,High
ID1847,56,United States,English,Ambivert,Several times a week,Romance,Moderate
ID1848,65,Brazil,Portuguese,Ambivert,Monthly,Mystery & Thriller,Moderate
ID1849,53,South Korea,Korean,Introvert,Several times a week,Self-Help,High
ID1850,42,India,Hindi,Extrovert,Monthly,Fiction,High
ID1851,46,Canada,English,Ambivert,Several times a week,Science Fiction,Moderate
ID1852,26,Canada,English,Introvert,Rarely,History,Moderate
ID1853,36,India,Hindi,Ambivert,Daily,Biography & Memoir,Low
ID1854,62,Mexico,Spanish,Introvert,Several times a week,Business,Moderate
ID1855,67,Netherlands,Dutch,Introvert,Weekly,Science & Technology,Moderate
ID1856,30,Brazil,Portuguese,Introvert,Monthly,Fiction,Moderate
ID1857,60,Mexico,Spanish,Introvert,Weekly,Fiction,Moderate
ID1858,27,India,Hindi,Ambivert,Rarely,Self-Help,Moderate
ID1859,42,Germany,German,Introvert,Several times a week,Self-Help,Low
ID1860,52,China,Mandarin Chinese,Ambivert,Several times a week,Romance,Low
ID1861,63,France,French,Extrovert,Rarely,Science Fiction,High
ID1862,63,France,French,Extrovert,Monthly,Fiction,High
